"No.","Time","Source","Destination","Protocol","Length","Info"
"84194","274.123539000","140.138.148.10","224.0.0.252","LLMNR","69","Standard query 0xb464  A NPI6063F1"
"84199","274.125045000","140.138.148.10","224.0.0.252","LLMNR","69","Standard query 0xbfad  AAAA NPI6063F1"
"84204","274.162213000","fe80::701e:bf7f:12b3:5059","ff02::1:3","LLMNR","84","Standard query 0x4ba8  A wpad"
"84205","274.162215000","140.138.148.202","224.0.0.252","LLMNR","64","Standard query 0x4ba8  A wpad"
"84268","274.224660000","140.138.148.10","224.0.0.252","LLMNR","69","Standard query 0xbfad  AAAA NPI6063F1"
"84277","274.261992000","fe80::701e:bf7f:12b3:5059","ff02::1:3","LLMNR","84","Standard query 0x4ba8  A wpad"
"84278","274.261993000","140.138.148.202","224.0.0.252","LLMNR","64","Standard query 0x4ba8  A wpad"
"84308","274.544072000","140.138.148.10","224.0.0.252","LLMNR","69","Standard query 0x7044  A NPI6063F1"
"84309","274.545875000","140.138.148.10","224.0.0.252","LLMNR","69","Standard query 0xd6f9  AAAA NPI6063F1"
"84336","274.645603000","140.138.148.10","224.0.0.252","LLMNR","69","Standard query 0xd6f9  AAAA NPI6063F1"
"84371","275.025364000","140.138.148.138","140.138.2.109","DNS","98","Standard query 0xf154  A pwgvoqnumyg53l28dxnuowjuizoulrlvcv.biz"
"84398","275.241088000","140.138.2.109","140.138.148.138","DNS","160","Standard query response 0xf154 No such name"
"84529","276.412399000","fe80::6954:cb99:cc66:560e","ff02::1:3","LLMNR","84","Standard query 0xe4d2  A wpad"
"84530","276.412401000","140.138.148.130","224.0.0.252","LLMNR","64","Standard query 0xe4d2  A wpad"
"84535","276.512302000","fe80::6954:cb99:cc66:560e","ff02::1:3","LLMNR","84","Standard query 0xe4d2  A wpad"
"84536","276.512304000","140.138.148.130","224.0.0.252","LLMNR","64","Standard query 0xe4d2  A wpad"
"84538","276.546759000","fe80::a50d:a4b3:fe9e:f627","ff02::1:3","LLMNR","84","Standard query 0xd2f6  A wpad"
"84539","276.546761000","140.138.148.112","224.0.0.252","LLMNR","64","Standard query 0xd2f6  A wpad"
"84543","276.557105000","fe80::88c6:5f5:dad3:2965","ff02::1:3","LLMNR","84","Standard query 0x6ada  A wpad"
"84544","276.557106000","140.138.148.124","224.0.0.252","LLMNR","64","Standard query 0x6ada  A wpad"
"84549","276.597654000","fe80::b5e6:ab10:6bd3:492","ff02::1:3","LLMNR","84","Standard query 0xa937  A wpad"
"84550","276.597658000","140.138.149.76","224.0.0.252","LLMNR","64","Standard query 0xa937  A wpad"
"84556","276.650108000","fe80::a50d:a4b3:fe9e:f627","ff02::1:3","LLMNR","84","Standard query 0xd2f6  A wpad"
"84557","276.650109000","140.138.148.112","224.0.0.252","LLMNR","64","Standard query 0xd2f6  A wpad"
"84558","276.653136000","fe80::88c6:5f5:dad3:2965","ff02::1:3","LLMNR","84","Standard query 0x6ada  A wpad"
"84559","276.653138000","140.138.148.124","224.0.0.252","LLMNR","64","Standard query 0x6ada  A wpad"
"84565","276.697387000","fe80::b5e6:ab10:6bd3:492","ff02::1:3","LLMNR","84","Standard query 0xa937  A wpad"
"84566","276.697389000","140.138.149.76","224.0.0.252","LLMNR","64","Standard query 0xa937  A wpad"
"84571","276.739532000","fe80::701e:bf7f:12b3:5059","ff02::1:3","LLMNR","84","Standard query 0x4883  A wpad"
"84572","276.739534000","140.138.148.202","224.0.0.252","LLMNR","64","Standard query 0x4883  A wpad"
"84573","276.741315000","140.138.148.138","140.138.2.109","DNS","102","Standard query 0x58cc  A dzmwothqg23eve11j66l28gqmwh54kwm39avir.org"
"84580","276.839188000","fe80::701e:bf7f:12b3:5059","ff02::1:3","LLMNR","84","Standard query 0x4883  A wpad"
"84581","276.839189000","140.138.148.202","224.0.0.252","LLMNR","64","Standard query 0x4883  A wpad"
"84594","276.888478000","140.138.2.109","140.138.148.138","DNS","165","Standard query response 0x58cc No such name"
"84772","278.393841000","140.138.148.138","140.138.2.109","DNS","102","Standard query 0x89ae  A n60h24hsazhqk57hshvnvgrcyfyi65byith44.info"
"84783","278.498265000","140.138.2.109","140.138.148.138","DNS","162","Standard query response 0x89ae No such name"
"84901","280.004150000","140.138.148.138","140.138.2.109","DNS","103","Standard query 0x9dd0  A isoygwn60e31hsm59awp42c69jvj36d10etnsot.com"
"84914","280.147131000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0x16be  A wpad"
"84915","280.147132000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0x16be  A wpad"
"84932","280.255737000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0x16be  A wpad"
"84933","280.255747000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0x16be  A wpad"
"85349","281.002690000","140.138.148.138","140.138.2.107","DNS","103","Standard query 0x9dd0  A isoygwn60e31hsm59awp42c69jvj36d10etnsot.com"
"85371","281.057366000","140.138.2.107","140.138.148.138","DNS","176","Standard query response 0x9dd0 No such name"
"85484","281.560027000","fe80::91dc:bd1d:2972:e525","ff02::1:3","LLMNR","84","Standard query 0x171a  A wpad"
"85485","281.560028000","140.138.148.81","224.0.0.252","LLMNR","64","Standard query 0x171a  A wpad"
"85492","281.675391000","fe80::91dc:bd1d:2972:e525","ff02::1:3","LLMNR","84","Standard query 0x171a  A wpad"
"85493","281.675393000","140.138.148.81","224.0.0.252","LLMNR","64","Standard query 0x171a  A wpad"
"85528","281.814735000","fe80::7d39:fd2b:ce3d:df57","ff02::1:3","LLMNR","89","Standard query 0x5eb7  A NPIC93AE3"
"85529","281.815273000","140.138.149.172","224.0.0.252","LLMNR","69","Standard query 0x5eb7  A NPIC93AE3"
"85531","281.815868000","fe80::7d39:fd2b:ce3d:df57","ff02::1:3","LLMNR","89","Standard query 0x4a49  AAAA NPIC93AE3"
"85536","281.832172000","fe80::a5f1:c37d:b89b:9f6e","ff02::1:3","LLMNR","84","Standard query 0xa388  A wpad"
"85537","281.832173000","140.138.149.171","224.0.0.252","LLMNR","64","Standard query 0xa388  A wpad"
"85545","281.933227000","fe80::a5f1:c37d:b89b:9f6e","ff02::1:3","LLMNR","84","Standard query 0xa388  A wpad"
"85546","281.933229000","140.138.149.171","224.0.0.252","LLMNR","64","Standard query 0xa388  A wpad"
"85559","282.090091000","140.138.2.109","140.138.148.138","DNS","176","Standard query response 0x9dd0 No such name"
"85700","282.556342000","140.138.148.138","140.138.2.107","DNS","103","Standard query 0xf528  A c49a27a67oxcxk37axhxotk47kxbqn20k67m29dr.ru"
"85718","282.651868000","140.138.2.107","140.138.148.138","DNS","164","Standard query response 0xf528 No such name"
"85727","282.715444000","fe80::5c7:7e0d:4e9c:d1d0","ff02::1:3","LLMNR","89","Standard query 0x4a10  A NPIC93AE3"
"85728","282.715445000","140.138.149.73","224.0.0.252","LLMNR","69","Standard query 0x4a10  A NPIC93AE3"
"85729","282.716036000","fe80::5c7:7e0d:4e9c:d1d0","ff02::1:3","LLMNR","89","Standard query 0x5999  AAAA NPIC93AE3"
"85891","283.920192000","fe80::9440:3a13:5b9d:2ff6","ff02::1:3","LLMNR","84","Standard query 0x2851  A wpad"
"85892","283.920203000","140.138.149.167","224.0.0.252","LLMNR","64","Standard query 0x2851  A wpad"
"85903","284.024533000","fe80::9440:3a13:5b9d:2ff6","ff02::1:3","LLMNR","84","Standard query 0x2851  A wpad"
"85904","284.024544000","140.138.149.167","224.0.0.252","LLMNR","64","Standard query 0x2851  A wpad"
"85914","284.153114000","140.138.148.138","140.138.2.107","DNS","102","Standard query 0x3660  A i25evnsh44a67jwowproxo61a17nuk47cziypq.biz"
"85915","284.180640000","140.138.2.107","140.138.148.138","DNS","164","Standard query response 0x3660 No such name"
"85930","284.396229000","fe80::a5f1:c37d:b89b:9f6e","ff02::1:3","LLMNR","84","Standard query 0x16bf  A wpad"
"85931","284.396230000","140.138.149.171","224.0.0.252","LLMNR","64","Standard query 0x16bf  A wpad"
"85939","284.495721000","fe80::a5f1:c37d:b89b:9f6e","ff02::1:3","LLMNR","84","Standard query 0x16bf  A wpad"
"85940","284.495722000","140.138.149.171","224.0.0.252","LLMNR","64","Standard query 0x16bf  A wpad"
"86020","285.251753000","140.138.148.53","224.0.0.252","LLMNR","64","Standard query 0x6e82  A wpad"
"86021","285.252312000","140.138.148.53","224.0.0.252","LLMNR","64","Standard query 0xb6c8  A wpad"
"86022","285.252767000","140.138.148.53","224.0.0.252","LLMNR","64","Standard query 0x598f  A wpad"
"86023","285.263036000","140.138.148.53","224.0.0.252","LLMNR","64","Standard query 0x0770  A wpad"
"86027","285.280320000","140.138.148.53","224.0.0.252","LLMNR","64","Standard query 0xb799  A wpad"
"86028","285.281072000","140.138.148.53","224.0.0.252","LLMNR","64","Standard query 0x5f4f  A wpad"
"86029","285.281952000","140.138.148.53","224.0.0.252","LLMNR","64","Standard query 0x7f4f  A wpad"
"86030","285.295224000","140.138.148.53","224.0.0.252","LLMNR","64","Standard query 0x7d20  A wpad"
"86035","285.347978000","140.138.148.53","224.0.0.252","LLMNR","64","Standard query 0x6e82  A wpad"
"86036","285.347979000","140.138.148.53","224.0.0.252","LLMNR","64","Standard query 0x598f  A wpad"
"86037","285.347980000","140.138.148.53","224.0.0.252","LLMNR","64","Standard query 0xb6c8  A wpad"
"86039","285.363528000","140.138.148.53","224.0.0.252","LLMNR","64","Standard query 0x0770  A wpad"
"86042","285.379099000","140.138.148.53","224.0.0.252","LLMNR","64","Standard query 0x7f4f  A wpad"
"86043","285.379100000","140.138.148.53","224.0.0.252","LLMNR","64","Standard query 0xb799  A wpad"
"86044","285.379101000","140.138.148.53","224.0.0.252","LLMNR","64","Standard query 0x5f4f  A wpad"
"86045","285.394762000","140.138.148.53","224.0.0.252","LLMNR","64","Standard query 0x7d20  A wpad"
"86110","285.681479000","140.138.148.138","140.138.2.107","DNS","100","Standard query 0xe776  A fzh54a37jrgtaybsm69lsiwgxltkvixnspr.info"
"86122","285.888090000","140.138.2.107","140.138.148.138","DNS","160","Standard query response 0xe776 No such name"
"86166","286.243642000","fe80::4825:1308:a69e:d688","ff02::1:3","LLMNR","89","Standard query 0x1b9a  A NPIC93AE3"
"86167","286.243643000","140.138.149.177","224.0.0.252","LLMNR","69","Standard query 0x1b9a  A NPIC93AE3"
"86168","286.244314000","fe80::4825:1308:a69e:d688","ff02::1:3","LLMNR","89","Standard query 0xc820  AAAA NPIC93AE3"
"86218","286.763874000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x81c3  A wpad"
"86219","286.763876000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x81c3  A wpad"
"86237","286.864707000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x81c3  A wpad"
"86238","286.864708000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x81c3  A wpad"
"86291","287.393657000","140.138.148.138","140.138.2.107","DNS","101","Standard query 0x2b50  A nuh44mydyfulyc29k57cskuc59ntkugyl48ku.org"
"86295","287.475529000","140.138.2.107","140.138.148.138","DNS","164","Standard query response 0x2b50 No such name"
"86414","288.796520000","fe80::cd2e:64b0:dee5:e8b8","ff02::1:3","LLMNR","84","Standard query 0x071f  A wpad"
"86415","288.796521000","140.138.148.101","224.0.0.252","LLMNR","64","Standard query 0x071f  A wpad"
"86423","288.896756000","fe80::cd2e:64b0:dee5:e8b8","ff02::1:3","LLMNR","84","Standard query 0x071f  A wpad"
"86424","288.896758000","140.138.148.101","224.0.0.252","LLMNR","64","Standard query 0x071f  A wpad"
"86429","288.975579000","140.138.148.138","140.138.2.107","DNS","102","Standard query 0xc90a  A b18hvnxe31d10n40bwdvevcscud10mwkqg23cq.net"
"86432","289.033184000","140.138.2.107","140.138.148.138","DNS","175","Standard query response 0xc90a No such name"
"86461","289.371881000","fe80::88c6:5f5:dad3:2965","ff02::1:3","LLMNR","84","Standard query 0x13a8  A wpad"
"86462","289.371882000","140.138.148.124","224.0.0.252","LLMNR","64","Standard query 0x13a8  A wpad"
"86483","289.471824000","fe80::88c6:5f5:dad3:2965","ff02::1:3","LLMNR","84","Standard query 0x13a8  A wpad"
"86484","289.471826000","140.138.148.124","224.0.0.252","LLMNR","64","Standard query 0x13a8  A wpad"
"86498","289.654140000","fe80::993c:c17:5983:386","ff02::1:3","LLMNR","89","Standard query 0xfe99  A NPIC93AE3"
"86499","289.654141000","140.138.149.178","224.0.0.252","LLMNR","69","Standard query 0xfe99  A NPIC93AE3"
"86500","289.655372000","fe80::993c:c17:5983:386","ff02::1:3","LLMNR","89","Standard query 0xfe63  AAAA NPIC93AE3"
"86583","290.539336000","140.138.148.138","140.138.2.107","DNS","105","Standard query 0x25c9  A d30lrb58kwpyhqf62e61e31kwcwf22a57a37g23cq.com"
"86641","290.655951000","fe80::f5fc:f92e:c7c4:ea79","ff02::1:3","LLMNR","89","Standard query 0x7d7f  A NPIC93AE3"
"86642","290.655952000","140.138.149.166","224.0.0.252","LLMNR","69","Standard query 0x7d7f  A NPIC93AE3"
"86696","290.733304000","140.138.149.166","224.0.0.252","LLMNR","69","Standard query 0x336b  AAAA NPIC93AE3"
"86699","290.743804000","140.138.2.107","140.138.148.138","DNS","178","Standard query response 0x25c9 No such name"
"86854","291.408925000","fe80::6cc5:a3e9:dd1:ae8c","ff02::1:3","LLMNR","84","Standard query 0xb5dc  A wpad"
"86855","291.408926000","140.138.149.146","224.0.0.252","LLMNR","64","Standard query 0xb5dc  A wpad"
"86864","291.508542000","fe80::6cc5:a3e9:dd1:ae8c","ff02::1:3","LLMNR","84","Standard query 0xb5dc  A wpad"
"86865","291.508543000","140.138.149.146","224.0.0.252","LLMNR","64","Standard query 0xb5dc  A wpad"
"86961","292.241398000","140.138.148.138","140.138.2.107","DNS","102","Standard query 0x71d3  A iug53i15lyi45jviygrn10brhya57arc29g33nw.ru"
"86962","292.242294000","140.138.2.107","140.138.148.138","DNS","163","Standard query response 0x71d3 No such name"
"87070","293.337183000","fe80::a16d:ebd7:d5f0:e1c4","ff02::1:3","LLMNR","84","Standard query 0x228e  A wpad"
"87071","293.337186000","140.138.149.157","224.0.0.252","LLMNR","64","Standard query 0x228e  A wpad"
"87088","293.434843000","fe80::a16d:ebd7:d5f0:e1c4","ff02::1:3","LLMNR","84","Standard query 0x228e  A wpad"
"87089","293.434845000","140.138.149.157","224.0.0.252","LLMNR","64","Standard query 0x228e  A wpad"
"87146","293.744211000","140.138.148.138","140.138.2.107","DNS","106","Standard query 0x5d10  A oqewcxj66k47j56l38a37l68k67kre11f32mukse31.com"
"87172","293.914597000","140.138.2.107","140.138.148.138","DNS","179","Standard query response 0x5d10 No such name"
"87182","294.002767000","fe80::65db:ed03:ae3d:2351","ff02::1:3","LLMNR","84","Standard query 0xd902  A wpad"
"87183","294.002770000","140.138.148.78","224.0.0.252","LLMNR","64","Standard query 0xd902  A wpad"
"87194","294.096909000","fe80::65db:ed03:ae3d:2351","ff02::1:3","LLMNR","84","Standard query 0xd902  A wpad"
"87195","294.096911000","140.138.148.78","224.0.0.252","LLMNR","64","Standard query 0xd902  A wpad"
"87475","295.417620000","140.138.148.138","140.138.2.107","DNS","104","Standard query 0xe21e  A kyd10a17jwc49nqg13pucqdtl18guh14p62o31dt.net"
"87585","295.587224000","140.138.2.107","140.138.148.138","DNS","177","Standard query response 0xe21e No such name"
"87796","296.451661000","140.138.148.23","224.0.0.252","LLMNR","64","Standard query 0xeaa2  A wpad"
"87812","296.536257000","140.138.148.42","224.0.0.252","LLMNR","66","Standard query 0xae0c  A isatap"
"87816","296.551133000","140.138.148.23","224.0.0.252","LLMNR","64","Standard query 0xeaa2  A wpad"
"87828","296.635531000","140.138.148.42","224.0.0.252","LLMNR","66","Standard query 0xae0c  A isatap"
"87861","296.846091000","140.138.148.42","224.0.0.252","LLMNR","66","Standard query 0xe517  A isatap"
"87870","296.945433000","140.138.148.42","224.0.0.252","LLMNR","66","Standard query 0xe517  A isatap"
"87885","297.086871000","140.138.148.138","140.138.2.107","DNS","101","Standard query 0x06fc  A kwjyoxeqn50awawdtprbqg43g63atp22fta67.org"
"87890","297.152722000","140.138.2.107","140.138.148.138","DNS","164","Standard query response 0x06fc No such name"
"87891","297.156785000","140.138.148.42","224.0.0.252","LLMNR","66","Standard query 0x8543  A isatap"
"87901","297.255380000","140.138.148.42","224.0.0.252","LLMNR","66","Standard query 0x8543  A isatap"
"87926","297.466130000","140.138.148.42","224.0.0.252","LLMNR","66","Standard query 0x8966  A isatap"
"87930","297.565458000","140.138.148.42","224.0.0.252","LLMNR","66","Standard query 0x8966  A isatap"
"88008","298.101775000","140.138.148.42","224.0.0.252","LLMNR","66","Standard query 0xfc48  A isatap"
"88010","298.107729000","140.138.148.42","224.0.0.252","LLMNR","64","Standard query 0xdc92  A wpad"
"88019","298.201409000","140.138.148.42","224.0.0.252","LLMNR","66","Standard query 0xfc48  A isatap"
"88021","298.207354000","140.138.148.42","224.0.0.252","LLMNR","64","Standard query 0xdc92  A wpad"
"88086","298.486003000","fe80::701e:bf7f:12b3:5059","ff02::1:3","LLMNR","84","Standard query 0x358c  A wpad"
"88087","298.486006000","140.138.148.202","224.0.0.252","LLMNR","64","Standard query 0x358c  A wpad"
"88095","298.540157000","fe80::a9c9:878b:d4a7:e6d5","ff02::1:3","LLMNR","84","Standard query 0xcc33  A wpad"
"88096","298.540160000","140.138.148.128","224.0.0.252","LLMNR","64","Standard query 0xcc33  A wpad"
"88101","298.585408000","fe80::701e:bf7f:12b3:5059","ff02::1:3","LLMNR","84","Standard query 0x358c  A wpad"
"88102","298.585409000","140.138.148.202","224.0.0.252","LLMNR","64","Standard query 0x358c  A wpad"
"88106","298.640127000","fe80::a9c9:878b:d4a7:e6d5","ff02::1:3","LLMNR","84","Standard query 0xcc33  A wpad"
"88107","298.640128000","140.138.148.128","224.0.0.252","LLMNR","64","Standard query 0xcc33  A wpad"
"88112","298.659701000","140.138.148.138","140.138.2.107","DNS","101","Standard query 0x34f7  A hum29a67ntbvp32e21bsbxoqkxiwcrirmtaz.info"
"88118","298.715658000","140.138.2.107","140.138.148.138","DNS","161","Standard query response 0x34f7 No such name"
"88174","299.100585000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0xf007  A wpad"
"88175","299.100587000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0xf007  A wpad"
"88191","299.209054000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0xf007  A wpad"
"88192","299.209057000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0xf007  A wpad"
"88555","300.222304000","140.138.148.138","140.138.2.107","DNS","103","Standard query 0xab17  A lrn10ntizn20kxe41hub18j26msayd60l68nuot.biz"
"88565","300.253282000","140.138.2.107","140.138.148.138","DNS","165","Standard query response 0xab17 No such name"
